#,Name,Team,Pos,Pos Det,Games,Health,Snaps,Tackles,Tackles Solo,Tackles Ast,TFL,Sacks,Pass Def,Ints,Fum Forc,Fum Rec,Saf,TD Ret,Ret Yds,STD PTS
355,Cedric Gray,TEN,LB,LILB,17,,267.0,51.4,23.1,26.9,3.4,1.8,1.2,0.2,0.3,0.1,0.0,0.0,4,73.4
356,Jalon Walker,ATL,LB,LOLB,17,Q,644.0,51.3,21.5,29.8,3.3,0.0,2.2,0.8,0.7,0.3,0.0,0.1,12,73.3
357,DaQuan Jones,BUF,DL,DT,17,,513.0,40.6,14.4,21.9,4.2,4.5,1.4,0.3,0.7,0.4,0.1,0.1,6,72.9
358,Ben VanSumeren,PHI,LB,LB,17,,507.0,45.5,21.3,21.8,2.8,2.3,2.2,0.3,0.6,0.3,0.0,0.1,6,72.1
359,Noah Sewell,CHI,LB,ROLB,17,,522.0,46.9,18.3,25.7,2.8,2.8,2.0,0.3,0.5,0.3,0.0,0.1,5,71.8
360,Bobby Brown,CAR,DL,NT,17,,593.0,48.2,19.6,27.9,5.8,0.8,0.9,0.3,0.5,0.3,0.0,0.1,5,71.5
361,Jermaine Johnson II,NYJ,DL,RDE,17,,586.0,42.4,22.6,19.9,5.4,0.0,1.7,0.9,0.6,0.3,0.0,0.2,13,71.4
362,Jonah Laulu,LV,DL,DT,17,,527.0,43.9,16.8,25.5,4.9,1.7,2.8,0.3,0.6,0.3,0.0,0.1,5,70.8
363,Carrington Valentine,GB,DB,CB,17,,588.0,42.1,22.3,19.7,1.3,0.0,6.6,0.9,0.7,0.4,0.0,0.1,16,70.7
364,Demetrius Knight Jr.,CIN,LB,LOLB,17,,588.0,51.5,21.6,30.0,3.3,0.0,2.0,0.4,0.6,0.3,0.0,0.1,7,70.7
365,Jeremiah Pharms,NE,DL,DE,17,,508.0,43.2,16.7,23.6,4.8,3.0,1.0,0.2,0.5,0.3,0.0,0.1,4,70.5
366,Dre’Mont Jones,TEN,LB,ROLB,17,,548.0,40.8,15.4,21.6,2.4,4.8,1.6,0.2,0.5,0.3,0.1,0.1,4,70.4
367,Chamarri Conner,KC,DB,FS,17,,410.0,45.3,24.8,20.0,1.5,0.5,2.3,1.1,0.4,0.2,0.0,0.1,18,69.7
368,Milton Williams,NE,DL,DE,17,,587.0,39.5,15.0,21.1,4.2,3.6,1.6,0.3,0.6,0.3,0.1,0.1,5,68.9
369,Jalyx Hunt,PHI,LB,ROLB,17,,507.0,41.8,15.9,22.2,2.5,3.5,2.2,0.4,0.6,0.3,0.1,0.1,7,68.5
370,Dalvin Tomlinson,ARI,DL,NT,17,Q,589.0,39.0,14.8,21.0,4.2,3.7,0.7,0.3,0.6,0.3,0.1,0.1,5,67.9
371,Tedarrell Slaton,CIN,DL,DT,17,,533.0,46.3,18.0,27.4,5.4,0.8,0.8,0.2,0.6,0.3,0.0,0.1,3,67.6
372,D.J. Jones,DEN,DL,RDT,17,,520.0,38.5,17.8,19.1,4.7,1.7,2.4,0.2,0.6,0.3,0.0,0.1,4,65.5
373,Jack Kiser,JAC,LB,ROLB,17,,543.0,47.2,19.7,27.6,3.0,0.0,1.8,0.5,0.5,0.3,0.0,0.1,8,65.2
374,Davon Hamilton,JAC,DL,DT,17,,529.0,45.0,17.7,26.9,5.3,0.5,0.7,0.2,0.5,0.3,0.0,0.1,4,65.1
375,Winston Reid,CLE,LB,LOLB,13,,408.0,43.1,17.4,24.2,2.6,1.6,2.8,0.3,0.5,0.2,0.0,0.1,6,64.9
376,Troy Dye,LAC,LB,LILB,17,,259.0,44.8,20.1,23.3,2.9,1.5,1.1,0.1,0.3,0.1,0.0,0.0,2,63.8
377,Foley Fatukasi,HOU,DL,DT,17,,518.0,43.5,16.9,25.7,5.0,0.8,0.8,0.2,0.5,0.3,0.0,0.1,4,63.6
378,Ventrell Miller,JAC,LB,MLB,17,,285.0,45.8,21.6,23.8,3.1,0.5,1.3,0.1,0.3,0.1,0.0,0.0,3,63.0
379,Mason Graham,CLE,DL,DT,17,,544.0,41.1,16.3,24.8,4.8,0.0,1.2,0.7,0.6,0.3,0.0,0.1,11,63.0
380,Cobie Durant,LAR,DB,CB,17,,569.0,38.1,20.0,17.6,1.1,0.6,5.8,0.4,0.6,0.3,0.0,0.1,8,62.9
381,Mykel Williams,SF,DL,DE,17,,563.0,40.6,16.8,23.7,4.7,0.0,1.6,0.6,0.7,0.3,0.0,0.1,9,62.8
382,Jordan Elliott,SF,DL,DT,17,,512.0,38.1,14.4,21.9,4.3,2.4,0.8,0.2,0.6,0.3,0.0,0.1,4,62.7
383,Kenneth Grant,MIA,DL,DE,17,,571.0,40.4,16.8,23.6,4.7,0.0,1.6,0.6,0.7,0.3,0.0,0.1,9,62.7
384,Benito Jones,MIA,DL,NT,17,,520.0,41.2,16.7,23.7,4.9,0.9,0.9,0.2,0.6,0.3,0.0,0.1,4,62.7
385,Jaylin Smith,HOU,DB,CB,17,,562.0,39.8,21.2,18.7,1.2,0.0,5.8,0.4,0.6,0.3,0.0,0.1,7,62.7
386,Azareye’h Thomas,NYJ,DB,CB,17,Q,525.0,38.8,20.7,18.2,1.2,0.0,5.5,0.6,0.5,0.3,0.0,0.1,11,62.2
387,Walter Nolen,ARI,DL,DE,17,O,574.0,39.4,16.3,23.0,4.6,0.0,1.6,0.8,0.6,0.3,0.0,0.2,12,62.1
388,D.J. Davidson,NYG,DL,NT,17,,432.0,37.4,14.5,20.6,4.2,2.7,0.8,0.3,0.5,0.2,0.0,0.1,5,62.0
389,D.J. Reader,DET,DL,DT,17,,535.0,37.7,14.1,21.4,4.2,2.4,1.4,0.2,0.5,0.3,0.0,0.1,4,61.7
390,Rayshawn Jenkins,CLE,DB,SS,17,,403.0,42.5,22.2,19.6,1.4,0.7,1.4,0.5,0.5,0.2,0.0,0.1,9,61.6
391,Aldon Smith,DAL,DL,DT,17,,534.0,40.8,16.2,24.6,4.8,0.0,1.2,0.6,0.6,0.3,0.0,0.1,9,61.6
392,Keeanu Benton,PIT,DL,NT,17,Q,564.0,34.4,13.9,19.7,4.0,0.9,4.4,0.6,0.7,0.3,0.0,0.1,9,61.5
393,Dee Alford,ATL,DB,CB,17,,462.0,38.8,20.4,18.0,1.1,0.5,6.2,0.1,0.5,0.2,0.0,0.0,3,61.5
394,Decamerion Richardson,LV,DB,CB,17,,527.0,39.4,20.9,18.5,1.1,0.0,5.0,0.4,0.6,0.3,0.0,0.1,8,61.4
395,Abdul Carter,NYG,LB,ROLB,17,,543.0,42.5,17.7,24.8,2.7,0.0,1.9,0.7,0.6,0.3,0.0,0.1,11,61.3
396,Jordan Davis,PHI,DL,DT,17,,507.0,37.1,13.8,21.0,4.1,2.1,2.1,0.2,0.6,0.3,0.0,0.1,4,61.3
397,Kamal Hadden,GB,DB,CB,17,,502.0,37.7,19.9,17.6,1.1,0.2,5.8,0.4,0.6,0.3,0.0,0.1,8,61.0
398,Emmanuel Forbes,LAR,DB,CB,17,,477.0,35.1,18.6,16.4,1.0,0.1,5.4,1.2,0.5,0.3,0.0,0.2,20,61.0
399,Dane Belton,NYG,DB,SS,17,,354.0,37.0,19.4,17.1,1.4,0.6,3.3,1.0,0.4,0.2,0.0,0.1,16,60.1
400,Omari Hand,LAC,DL,DE,17,,579.0,39.0,16.2,22.8,4.5,0.0,1.7,0.5,0.6,0.3,0.0,0.1,8,59.7
401,Maxwell Hairston,BUF,DB,CB,13,,537.0,36.0,19.1,16.9,1.1,0.0,5.6,0.5,0.7,0.4,0.0,0.1,9,59.0
402,Nick Niemann,GB,LB,MLB,17,,256.0,42.1,19.7,21.8,2.9,0.6,1.2,0.2,0.3,0.2,0.0,0.0,3,58.9
403,Moro Ojomo,PHI,DL,DE,17,,557.0,35.6,14.2,20.0,4.0,1.3,1.2,0.5,0.6,0.3,0.0,0.1,8,58.1
404,Bryce Huff,SF,DL,DE,17,,293.0,26.9,9.2,13.0,2.6,6.1,0.7,0.2,0.4,0.2,0.1,0.0,3,57.9
405,Jack Sanborn,DAL,LB,MLB,17,,253.0,38.5,17.7,19.6,2.5,1.3,1.9,0.2,0.3,0.1,0.0,0.0,4,57.6
406,Alex Wright,CLE,DL,DE,17,,343.0,32.6,12.0,16.9,3.3,3.7,0.9,0.2,0.4,0.2,0.1,0.1,4,57.5
407,Ashtyn Davis,MIA,DB,SS,17,Q,333.0,38.0,20.1,17.8,1.5,0.1,1.7,1.0,0.4,0.2,0.0,0.1,16,57.4
408,Omarr Norman-Lott,KC,DL,DT,17,Q,526.0,38.5,15.3,23.2,4.5,0.0,1.2,0.5,0.5,0.3,0.0,0.1,7,57.4
409,Josh Newton,CIN,DB,CB,17,,479.0,32.9,17.4,15.4,0.9,0.0,6.2,0.7,0.5,0.3,0.0,0.1,12,56.3
410,Christian Izien,TB,DB,S,17,Q,382.0,35.2,22.1,13.0,1.2,0.0,1.9,0.8,0.5,0.3,0.0,0.1,14,56.2
411,Tycen Anderson,CIN,DB,FS,17,,392.0,38.2,21.0,17.0,1.4,0.3,2.4,0.3,0.4,0.2,0.0,0.1,5,55.9
412,Jake Martin,WAS,DL,DE,17,,305.0,31.0,10.9,15.4,3.0,4.3,0.8,0.2,0.3,0.2,0.1,0.1,4,55.9
413,Nick Emmanwori,SEA,DB,SS,17,,454.0,37.5,19.9,17.6,1.4,0.0,2.8,0.4,0.5,0.3,0.0,0.1,8,55.6
414,Derrick Harmon,PIT,DL,DE,17,D,541.0,35.6,14.8,20.8,4.1,0.0,1.6,0.5,0.6,0.3,0.0,0.1,8,55.1
415,Myles Murphy,CIN,DL,DE,17,,355.0,32.8,12.6,17.8,3.5,2.6,1.2,0.2,0.4,0.2,0.0,0.0,3,55.0
416,Deatrich Wise Jr.,WAS,DL,DE,17,,336.0,31.5,11.7,16.5,3.3,3.1,1.9,0.2,0.3,0.2,0.0,0.0,3,54.7
417,Troy Reeder,LAR,LB,ILB,17,,298.0,40.1,19.2,20.7,2.5,0.1,1.1,0.1,0.3,0.2,0.0,0.0,2,54.4
418,Yetur Gross-Matos,SF,DL,DE,17,Q,293.0,28.0,10.3,14.5,2.9,4.3,0.7,0.1,0.4,0.2,0.1,0.0,3,53.4
419,Darien Porter,LV,DB,CB,17,,472.0,33.0,17.5,15.5,0.9,0.0,4.9,0.5,0.5,0.3,0.0,0.1,8,53.1
420,Jake Hummel,BAL,LB,RILB,17,,240.0,39.5,17.0,22.2,2.4,0.3,1.0,0.2,0.4,0.2,0.0,0.0,4,53.1
421,Dondrea Tillman,DEN,LB,ROLB,17,,274.0,30.1,10.6,14.9,1.7,4.6,0.7,0.2,0.3,0.2,0.1,0.0,4,53.1
422,Teddye Buchanan,BAL,LB,LILB,17,,263.0,38.8,17.9,20.8,2.5,0.0,1.0,0.2,0.4,0.2,0.0,0.1,4,52.8
423,Tyquan Lewis,IND,DL,DE,17,,343.0,31.1,11.7,16.6,3.3,2.8,0.8,0.1,0.4,0.2,0.0,0.0,3,52.5
424,Samson Ebukam,IND,DL,DE,17,Q,341.0,27.8,9.7,13.7,2.7,4.3,1.0,0.2,0.4,0.2,0.1,0.0,3,52.5
425,John Jenkins,BAL,DL,NT,17,,359.0,33.9,13.7,19.5,4.0,0.8,1.2,0.1,0.5,0.3,0.0,0.1,3,52.4
426,Willie Gay,MIA,LB,LILB,17,,253.0,35.6,16.1,18.7,2.3,0.9,1.8,0.2,0.3,0.2,0.0,0.0,4,52.4
427,Jonathan Bullard,NO,DL,DE,17,,370.0,34.8,14.2,20.0,4.0,0.8,1.2,0.1,0.3,0.2,0.0,0.0,2,52.1
428,Alim McNeill,DET,DL,DT,11,O,436.0,29.0,10.2,15.5,3.0,3.5,0.9,0.2,0.4,0.2,0.1,0.0,3,52.1
429,Charles Snowden,LV,DL,DE,17,,332.0,31.2,12.3,17.3,3.4,1.7,2.2,0.2,0.4,0.2,0.0,0.1,3,52.0
430,Jamal Adams,LV,DB,SS,17,,318.0,36.2,19.2,16.9,1.4,0.1,2.1,0.3,0.4,0.2,0.0,0.1,6,51.8
431,Solomon Thomas,DAL,DL,DT,17,,293.0,29.7,10.6,16.1,3.1,3.4,0.9,0.1,0.3,0.2,0.1,0.0,2,51.8
432,Ja’Sir Taylor,LAC,DB,DB,17,,418.0,31.1,18.3,12.8,0.8,0.1,4.7,0.5,0.4,0.2,0.0,0.1,8,51.4
433,Naquan Jones,LAC,DL,DE,17,,304.0,29.8,11.5,16.2,3.2,2.6,1.5,0.2,0.3,0.2,0.0,0.0,3,51.4
434,Sam Williams,DAL,DL,DE,17,,293.0,25.9,9.1,12.8,2.5,4.5,0.9,0.2,0.3,0.2,0.1,0.1,3,51.1
435,Derek Barnett,HOU,DL,DE,17,,320.0,29.6,10.7,15.1,3.0,3.4,0.7,0.1,0.3,0.2,0.1,0.0,3,50.9
436,Adoree’ Jackson,PHI,DB,RCB,17,,464.0,28.2,18.4,9.8,0.9,0.0,5.5,0.4,0.5,0.3,0.0,0.1,8,50.7
437,Jakorian Bennett,PHI,DB,CB,17,,507.0,29.4,15.6,13.7,0.7,0.0,6.8,0.3,0.6,0.3,0.0,0.1,5,50.4
438,Tyler Davis,LAR,DL,DE,17,,324.0,31.9,12.8,18.1,3.7,1.3,0.7,0.2,0.4,0.2,0.0,0.1,4,50.2
439,Grant Stuard,DET,LB,ILB,17,,223.0,36.4,17.3,18.6,2.5,0.6,0.7,0.1,0.2,0.1,0.0,0.0,2,50.2
440,Kevin Givens,SF,DL,DT,10,,300.0,26.4,9.3,14.1,2.7,3.9,0.6,0.2,0.4,0.2,0.1,0.0,3,50.0
441,Antonio Johnson,JAC,DB,SS,17,,319.0,33.4,17.6,15.5,1.2,0.4,1.2,0.7,0.3,0.2,0.0,0.1,11,49.7
442,Kris Jenkins,CIN,DL,DT,17,,355.0,30.4,11.2,16.9,3.3,2.3,0.5,0.1,0.4,0.2,0.0,0.0,3,49.4
443,Montaric Brown,JAC,DB,CB,17,Q,367.0,32.0,17.0,15.0,0.9,0.0,4.0,0.4,0.4,0.2,0.0,0.1,7,49.3
444,Jer’Zhan Newton,WAS,DL,DT,17,,336.0,31.5,11.9,18.1,3.5,1.5,0.9,0.3,0.3,0.2,0.0,0.1,4,49.3
445,Nehemiah Pritchett,SEA,DB,CB,17,,428.0,30.2,16.0,14.1,0.9,0.1,5.0,0.3,0.5,0.2,0.0,0.1,6,49.3
446,A.J. Epenesa,BUF,DL,DE,17,,305.0,24.4,8.6,12.1,2.4,3.8,1.1,0.5,0.4,0.2,0.1,0.1,7,49.1
447,Kingsley Enagbare,GB,DL,DE,17,,308.0,30.3,11.6,16.3,3.2,2.3,0.5,0.1,0.4,0.2,0.0,0.0,2,49.0
448,Troy Andersen,ATL,LB,LILB,17,O,232.0,34.9,16.0,18.6,2.3,0.4,0.7,0.4,0.2,0.1,0.0,0.1,6,49.0
449,P.J. Locke,DEN,DB,SS,17,,421.0,31.7,16.3,14.4,0.9,1.1,1.7,0.3,0.5,0.2,0.0,0.1,6,48.7
450,Jonathan Jones,WAS,DB,CB,17,,394.0,32.1,17.0,15.0,0.8,0.0,4.2,0.2,0.4,0.2,0.0,0.0,4,48.7
451,Jack Jones,MIA,DB,CB,17,,392.0,26.8,14.3,12.6,0.8,0.0,4.8,1.0,0.5,0.2,0.0,0.1,17,48.6
452,Michael Hall Jr.,CLE,DL,DT,17,,343.0,29.9,11.2,17.0,3.3,1.7,0.7,0.3,0.4,0.2,0.0,0.1,5,48.6
453,Cordale Flott,NYG,DB,CB,17,,407.0,29.3,15.5,13.7,0.9,0.0,4.5,0.6,0.4,0.2,0.0,0.1,11,48.6
454,Darrell Taylor,HOU,DL,DE,17,,320.0,28.5,10.6,15.0,3.0,2.6,1.4,0.1,0.3,0.2,0.0,0.0,2,48.4
455,Emmanuel Ogbah,JAC,DL,RDE,17,,281.0,22.9,10.5,9.3,2.5,3.6,0.9,0.5,0.3,0.1,0.1,0.1,7,48.3
456,Tavius Robinson,BAL,LB,LOLB,17,,263.0,30.7,12.0,16.7,1.9,2.2,0.9,0.1,0.4,0.2,0.0,0.0,3,47.8
457,Nathan Shepherd,NO,DL,DT,17,,370.0,30.5,11.5,17.5,3.5,1.6,0.5,0.2,0.3,0.2,0.0,0.0,3,47.7
458,Noah Igbinoghene,WAS,DB,RCB,17,,394.0,28.7,18.7,10.0,0.9,0.0,4.1,0.3,0.4,0.2,0.0,0.0,5,47.7
459,Charles Omenihu,KC,DL,DE,17,,319.0,25.7,9.2,12.9,2.6,3.6,0.9,0.2,0.3,0.2,0.1,0.0,3,47.6
460,DeMarvion Overshown,DAL,LB,LOLB,14,O,235.0,31.6,12.5,17.4,1.7,1.8,1.1,0.2,0.3,0.1,0.0,0.0,4,47.4
461,Leki Fotu,LV,DL,DT,17,,317.0,28.3,10.4,15.8,3.1,2.2,0.9,0.2,0.4,0.2,0.0,0.1,4,47.2
462,Andrew Wingard,JAC,DB,FS,17,,319.0,29.2,16.1,13.0,1.0,0.1,3.4,0.7,0.3,0.2,0.0,0.1,11,47.2
463,Josh Hayes,TB,DB,CB,17,,373.0,29.2,15.5,13.6,0.9,0.1,4.6,0.3,0.5,0.2,0.0,0.1,6,47.2
464,Francisco Mauigoa,NYJ,LB,MLB,17,,269.0,34.0,16.2,17.8,2.2,0.0,1.1,0.3,0.3,0.1,0.0,0.1,5,47.2
465,Zaven Collins,ARI,LB,LOLB,17,,271.0,30.0,11.8,16.4,1.9,2.1,0.8,0.3,0.3,0.1,0.0,0.1,5,47.1
466,Jaylinn Hawkins,NE,DB,SS,17,,396.0,33.1,17.6,15.5,1.3,0.1,1.8,0.2,0.4,0.2,0.0,0.0,4,47.0
467,Greg Gaines,TB,DL,NT,17,,370.0,29.2,11.5,16.3,3.4,1.4,0.7,0.2,0.5,0.2,0.0,0.1,4,46.9
468,Shelby Harris,CLE,DL,DT,17,,343.0,29.9,11.4,17.3,3.4,1.2,1.2,0.2,0.4,0.2,0.0,0.0,3,46.9
469,Justin Strnad,DEN,LB,ILB,17,,274.0,31.6,14.7,15.8,1.9,1.1,1.3,0.1,0.3,0.2,0.0,0.0,2,46.8
470,Nazeeh Johnson,KC,DB,S,13,,289.0,29.7,18.3,10.8,1.1,0.6,2.0,0.3,0.3,0.1,0.0,0.0,5,46.6
471,Micheal Clemons,NYJ,DL,DE,17,,335.0,27.8,10.7,15.1,3.0,2.3,0.5,0.2,0.3,0.2,0.0,0.0,3,46.5
472,Joe Tryon-Shoyinka,CLE,DL,DE,17,,343.0,27.1,10.3,14.6,2.8,2.2,1.4,0.1,0.4,0.2,0.0,0.0,2,45.9
473,Clark Phillips,ATL,DB,CB,17,Q,383.0,28.0,14.8,13.1,0.8,0.0,4.2,0.5,0.4,0.2,0.0,0.1,9,45.6
474,James Houston,DAL,LB,OLB,17,,289.0,28.8,13.5,13.8,1.8,1.7,0.9,0.1,0.3,0.2,0.0,0.0,3,45.5
475,Connor O’Toole,SEA,LB,LILB,17,,271.0,33.1,15.3,17.8,2.1,0.0,1.0,0.3,0.3,0.2,0.0,0.1,4,45.4
476,Sam Okuayinonu,SF,DL,DE,17,,293.0,25.7,9.9,13.9,2.8,2.5,0.9,0.2,0.4,0.2,0.0,0.0,3,45.4
477,Tyree Wilson,LV,DL,DE,17,,332.0,25.8,9.6,13.5,2.7,2.8,0.6,0.1,0.4,0.2,0.0,0.0,3,45.3
478,Eric Wilson,MIN,LB,LILB,17,,237.0,31.3,14.2,16.4,2.0,0.6,1.0,0.3,0.3,0.1,0.0,0.1,5,45.1
479,Dante Stills,ARI,DL,DE,17,,281.0,25.7,9.7,13.7,2.8,2.7,0.8,0.1,0.3,0.2,0.0,0.0,2,45.1
480,Malik Harrison,PIT,LB,LILB,17,,212.0,31.9,14.4,16.7,2.1,0.8,0.6,0.1,0.2,0.1,0.0,0.0,2,44.7
481,Cody Simon,ARI,LB,RILB,17,,256.0,33.1,14.4,18.7,2.1,0.0,1.0,0.3,0.3,0.1,0.0,0.0,4,44.7
482,K.J. Britt,MIA,LB,ILB,17,,253.0,32.3,15.5,16.7,2.1,0.2,0.8,0.1,0.3,0.2,0.0,0.0,2,44.4
483,JD Bertrand,ATL,LB,RILB,17,,232.0,30.5,12.9,16.8,1.8,1.2,0.9,0.2,0.2,0.1,0.0,0.0,3,44.0
484,Sheldon Rankins,HOU,DL,DT,17,,320.0,26.7,9.5,14.4,2.8,2.4,0.5,0.1,0.3,0.2,0.0,0.0,2,44.0
485,Aeneas Peebles,BAL,DL,DE,17,,359.0,28.5,11.8,16.7,3.3,0.0,1.0,0.4,0.5,0.3,0.0,0.1,6,43.9
486,Karl Brooks,GB,DL,DT,17,,308.0,25.1,8.9,13.5,2.6,2.7,0.9,0.1,0.4,0.2,0.0,0.0,3,43.9
487,Chris Williams,CHI,DL,DT,17,,346.0,25.5,9.1,13.8,2.7,2.6,0.5,0.2,0.3,0.2,0.0,0.0,3,43.8
488,Elijah Molden,LAC,DB,SS,17,,313.0,28.4,15.1,13.3,1.0,0.0,2.2,0.7,0.3,0.2,0.0,0.1,11,43.8
489,Deion Jones,TB,LB,MLB,17,,228.0,28.4,13.2,14.5,1.9,0.7,1.0,0.6,0.3,0.2,0.0,0.1,8,43.7
490,McKinnley Jackson,CIN,DL,DT,17,,290.0,27.0,10.1,15.3,3.0,1.8,0.6,0.2,0.3,0.2,0.0,0.0,3,43.6
491,Shy Tuttle,TEN,DL,NT,17,,361.0,28.6,11.7,16.6,3.4,0.4,1.5,0.1,0.3,0.2,0.0,0.0,2,43.5
492,Daniel Scott,IND,DB,FS,17,,348.0,28.9,15.8,12.8,1.0,0.2,1.9,0.3,0.4,0.2,0.0,0.1,5,43.4
493,Darius Alexander,NYG,DL,DE,17,,432.0,28.1,11.7,16.4,3.3,0.0,1.2,0.4,0.5,0.2,0.0,0.1,6,43.3
494,Al-Quadin Muhammad,DET,DL,DE,17,,266.0,23.1,8.3,11.7,2.3,3.2,1.1,0.2,0.3,0.1,0.0,0.0,3,43.1
495,Boye Mafe,SEA,LB,ROLB,17,,271.0,23.7,8.6,12.0,1.3,3.5,1.4,0.1,0.3,0.2,0.1,0.0,2,43.1
496,Nick Scott,CAR,DB,FS,17,,371.0,29.6,16.3,13.2,1.0,0.0,2.3,0.2,0.3,0.2,0.0,0.0,3,43.0
497,Malcolm Roach,DEN,DL,NT,17,,313.0,26.6,10.5,14.9,3.0,1.3,1.2,0.1,0.3,0.2,0.0,0.0,3,42.9
498,Travis Hunter,JAC,DB,WR,17,,367.0,24.2,15.6,8.5,0.8,0.0,3.8,0.6,0.4,0.2,0.0,0.1,10,42.8
499,Mario Edwards Jr.,HOU,DL,DT,17,,320.0,26.7,9.9,15.0,2.9,1.5,1.1,0.1,0.3,0.2,0.0,0.0,2,42.7
500,Quincy Riley,NO,DB,LCB,17,,377.0,24.3,16.4,7.9,0.8,0.0,4.0,0.4,0.3,0.2,0.0,0.1,7,42.6
501,Arnold Ebiketie,ATL,LB,LOLB,17,,232.0,22.3,8.0,11.1,1.2,4.0,1.0,0.1,0.2,0.1,0.1,0.0,2,42.6
502,Sanoussi Kane,BAL,DB,SS,17,,249.0,28.8,15.2,13.4,1.1,0.2,1.7,0.2,0.4,0.2,0.0,0.0,5,42.0
503,Shaun Dolac,LAR,LB,RILB,17,,238.0,31.4,13.7,17.8,2.0,0.0,0.9,0.2,0.3,0.1,0.0,0.0,3,41.9
504,Percy Butler,WAS,DB,SS,17,,288.0,29.9,15.9,14.0,1.2,0.0,1.6,0.1,0.3,0.1,0.0,0.0,3,41.9
505,Tyrion Ingram-Dawkins,MIN,DL,DE,17,,373.0,27.4,11.4,16.0,3.2,0.0,1.1,0.3,0.5,0.2,0.0,0.1,5,41.9
506,Jack Gibbens,NE,LB,LILB,17,,188.0,31.3,14.3,16.6,2.0,0.4,0.5,0.1,0.2,0.1,0.0,0.0,2,41.8
507,Khalen Saunders,JAC,DL,DT,17,,281.0,26.6,10.3,15.6,3.0,0.8,1.0,0.3,0.3,0.1,0.0,0.1,5,41.7
508,Darius Robinson,ARI,DL,DE,17,,281.0,22.8,8.6,12.1,2.4,2.4,0.8,0.3,0.3,0.2,0.0,0.1,4,41.4
509,Chad Muma,IND,LB,ROLB,17,,257.0,30.4,12.5,17.4,1.9,0.5,0.7,0.1,0.3,0.2,0.0,0.0,2,41.3
510,Joe Andreessen,BUF,LB,MLB,17,,210.0,27.5,12.5,13.9,1.7,1.1,0.9,0.1,0.3,0.1,0.0,0.0,3,41.1
511,Matthew Judon,MIA,LB,OLB,17,,253.0,21.6,9.3,9.5,1.3,2.9,1.5,0.3,0.3,0.2,0.0,0.1,4,41.1
512,Larrell Murchison,LAR,DL,DE,17,,328.0,24.4,9.7,13.6,2.7,1.5,1.0,0.2,0.4,0.2,0.0,0.1,4,41.1
513,Mohamoud Diabate,CLE,LB,MLB,17,,219.0,29.1,13.7,15.1,2.0,0.3,1.2,0.1,0.3,0.1,0.0,0.0,2,41.1
514,Dell Pettus,NE,DB,FS,17,,274.0,27.0,14.6,11.8,1.0,0.8,1.5,0.2,0.3,0.1,0.0,0.0,4,41.0
515,Kobe King,MIN,LB,RILB,17,,226.0,30.6,13.3,17.3,2.0,0.0,0.9,0.2,0.3,0.1,0.0,0.0,3,41.0
516,Dallas Turner,MIN,LB,OLB,17,,237.0,23.4,10.5,10.7,1.4,2.1,1.0,0.4,0.3,0.1,0.0,0.1,7,41.0
517,Jonah Elliss,DEN,LB,OLB,17,,274.0,23.1,10.1,10.3,1.3,2.7,1.2,0.2,0.3,0.2,0.0,0.0,3,40.9
518,Chris Board,NYG,LB,ILB,17,,208.0,28.1,13.1,14.1,1.7,1.0,0.7,0.1,0.2,0.1,0.0,0.0,2,40.8
519,Arik Armstead,JAC,DL,DT,17,Q,281.0,23.0,8.2,12.5,2.4,2.6,0.7,0.2,0.3,0.1,0.0,0.0,3,40.7
520,Rejzohn Wright,NO,DB,CB,17,,360.0,25.3,13.4,11.9,0.8,0.0,3.8,0.4,0.3,0.2,0.0,0.1,7,40.5
521,Jerry Tillery,KC,DL,DT,17,,319.0,26.1,10.0,15.3,3.0,0.8,1.2,0.1,0.3,0.2,0.0,0.0,2,40.4
522,Kenny Clark,DAL,DL,DT,17,,293.0,24.5,9.1,13.8,2.7,1.8,0.7,0.1,0.3,0.2,0.0,0.0,2,40.2
523,Darius Muasau,NYG,LB,LILB,17,,208.0,28.8,13.3,15.4,1.9,0.1,0.6,0.3,0.2,0.1,0.0,0.1,5,39.9
524,Damontae Kazee,CLE,DB,FS,17,,236.0,26.5,14.6,11.8,0.9,0.0,1.6,0.6,0.3,0.1,0.0,0.1,9,39.8
525,Neville Gallimore,IND,DL,DT,17,,292.0,25.5,9.8,14.8,2.9,0.9,0.7,0.2,0.4,0.2,0.0,0.0,3,39.5
526,Jay Tufele,NYJ,DL,DT,17,,271.0,25.1,9.7,14.7,2.9,0.9,0.9,0.2,0.3,0.1,0.0,0.1,3,39.3
527,Kaevon Merriweather,TB,DB,SS,17,,300.0,24.9,12.8,11.3,0.8,0.8,1.6,0.4,0.4,0.2,0.0,0.1,7,39.2
528,Shemar Stewart,CIN,DL,DE,17,,355.0,25.8,10.7,15.1,3.0,0.0,1.0,0.3,0.4,0.2,0.0,0.1,5,39.2
529,Denzel Burke,ARI,DB,CB,17,,362.0,23.8,12.6,11.2,0.7,0.0,3.8,0.4,0.4,0.2,0.0,0.1,7,39.1
530,E.J. Speed,HOU,LB,SLB,17,,194.0,27.8,14.6,13.1,1.8,0.2,0.9,0.1,0.2,0.1,0.0,0.0,2,39.1
531,Javon Bullard,GB,DB,FS,17,,272.0,27.9,15.4,12.5,0.9,0.0,1.0,0.2,0.3,0.2,0.0,0.0,3,39.0
